opportunity_from,party_name,status,company,transaction_date,territory,opportunity_amount,campaign,title,opportunity_type,contact_person,contact_mobile,contact_email,probability,expected_closing,sales_stage,currency,customer_group,opportunity_owner,no_of_employees,annual_revenue,industry,market_segment
Customer,Pinnacle Reagents,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-10-29,,5000.0,,OPP-2025-0179 Pinnacle Reagents,Sales,,,,100,2025-10-29,Closed Won,USD,,Amara Okonkwo,,,,
Customer,Ashcroft BioPharma,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-11-05,,5000.0,,OPP-2025-0183 Ashcroft BioPharma,Sales,,,,100,2025-11-05,Closed Won,USD,,David Chen,,,,
Customer,Cardiff Life Sciences,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-11-12,,5000.0,,OPP-2025-0187 Cardiff Life Sciences,Sales,,,,100,2025-11-12,Closed Won,USD,,Isabelle Moreau,,,,
Customer,Ellsworth Molecular,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-11-19,,5000.0,,OPP-2025-0191 Ellsworth Molecular,Sales,,,,100,2025-11-19,Closed Won,USD,,Rebecca Ostrowski,,,,
Customer,Bracknell Instruments,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-11-26,,5000.0,,OPP-2025-0195 Bracknell Instruments,Sales,,,,100,2025-11-26,Closed Won,USD,,Nathaniel Reeves,,,,
Customer,Camborne Sciences,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-12-03,,5000.0,,OPP-2025-0199 Camborne Sciences,Sales,,,,100,2025-12-03,Closed Won,USD,,Kenji Watanabe,,,,
Customer,Draper Reagents,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-01-20,,5000.0,,OPP-2025-0202 Draper Reagents,Sales,,,,100,2025-01-20,Closed Won,USD,,,,,,
Customer,Eastdale Bio,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-02-11,,5000.0,,OPP-2025-0203 Eastdale Bio,Sales,,,,100,2025-02-11,Closed Won,USD,,,,,,
Customer,Fairbrook Labs,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-03-05,,5000.0,,OPP-2025-0205 Fairbrook Labs,Sales,,,,100,2025-03-05,Closed Won,USD,,,,,,
Customer,Glasson Molecular,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-03-22,,5000.0,,OPP-2025-0207 Glasson Molecular,Sales,,,,100,2025-03-22,Closed Won,USD,,,,,,
Customer,Hexworthy Bio,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-04-14,,5000.0,,OPP-2025-0209 Hexworthy Bio,Sales,,,,100,2025-04-14,Closed Won,USD,,,,,,
Customer,Ipplepen Labs,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-05-07,,6000.0,,OPP-2025-0211 Ipplepen Labs,Sales,,,,100,2025-05-07,Closed Won,USD,,,,,,
Customer,Kirdford Reagents,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-05-30,,6000.0,,OPP-2025-0213 Kirdford Reagents,Sales,,,,100,2025-05-30,Closed Won,USD,,,,,,
Customer,Lostwithiel Bio,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-06-18,,6000.0,,OPP-2025-0215 Lostwithiel Bio,Sales,,,,100,2025-06-18,Closed Won,USD,,,,,,
Customer,Mawgan Molecular,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-07-09,,6000.0,,OPP-2025-0217 Mawgan Molecular,Sales,,,,100,2025-07-09,Closed Won,USD,,,,,,
Customer,Newlyn Sciences,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-07-28,,6000.0,,OPP-2025-0219 Newlyn Sciences,Sales,,,,100,2025-07-28,Closed Won,USD,,,,,,
Customer,Overstrand Bio,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-08-14,,6000.0,,OPP-2025-0221 Overstrand Bio,Sales,,,,100,2025-08-14,Closed Won,USD,,,,,,
Customer,Pendennis Labs,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-09-05,,7500.0,,OPP-2025-0223 Pendennis Labs,Sales,,,,100,2025-09-05,Closed Won,USD,,,,,,
Customer,Quenchwell Bio,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-09-25,,7500.0,,OPP-2025-0225 Quenchwell Bio,Sales,,,,100,2025-09-25,Closed Won,USD,,,,,,
Customer,Restronguet Molecular,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-10-12,,7500.0,,OPP-2025-0227 Restronguet Molecular,Sales,,,,100,2025-10-12,Closed Won,USD,,,,,,
Customer,Sennen Sciences,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-11-03,,7500.0,,OPP-2025-0229 Sennen Sciences,Sales,,,,100,2025-11-03,Closed Won,USD,,,,,,
Customer,Trebetherick Bio,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-11-20,,7500.0,,OPP-2025-0231 Trebetherick Bio,Sales,,,,100,2025-11-20,Closed Won,USD,,,,,,
Customer,Upcott Molecular,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-12-08,,7500.0,,OPP-2025-0233 Upcott Molecular,Sales,,,,100,2025-12-08,Closed Won,USD,,,,,,
Customer,Veryan Labs,Converted,"Thornfield Life Sciences Marketing, Inc.",2025-12-19,,5000.0,,OPP-2025-0235 Veryan Labs,Sales,,,,100,2025-12-19,Closed Won,USD,,,,,,
Lead,Fenland Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-01,,32500.0,,CRM-OPP-2025-00300,Sales,Pia Nazarov,,p.nazarov@fenlanddx.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Corvex Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-01,,48000.0,,CRM-OPP-2025-00301,Sales,Simone Petrov,,s.petrov@corvexmol.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Radial Biosystems,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-02,,72000.0,,CRM-OPP-2025-00302,Sales,Stellan Vasquez,,s.vasquez@radialbio.com,60,2026-03-31,Proposal,USD,,Tomasz Bergstrom,,,,
Lead,Ashcroft Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-02,,28000.0,,CRM-OPP-2025-00303,Sales,Ivaan Isaev,,i.isaev@ashcroftassays.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Meadowbrook Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-03,,54000.0,,CRM-OPP-2025-00304,Sales,Aroha Radu,,a.radu@meadowbrookgx.com,40,2026-03-31,Qualification,USD,,Sun-Hi Park,,,,
Lead,Silverpine Therapeutics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-04,,86000.0,,CRM-OPP-2025-00305,Sales,Nathan Mancini,,n.mancini@silverpinetx.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Windrow Scientific,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-04,,22500.0,,CRM-OPP-2025-00306,Sales,Ravi Janik,,r.janik@windrowsci.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Kestrel Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-05,,115000.0,,CRM-OPP-2025-00307,Sales,Gustav Dahl,,g.dahl@kestreldx.com,60,2026-03-31,Proposal,USD,,Marisol Aguirre,,,,
Lead,Northgate BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-06,,40000.0,,CRM-OPP-2025-00308,Sales,Pia Beringer,,p.beringer@northgatebiolabs.com,40,2026-03-31,Qualification,USD,,Tomasz Bergstrom,,,,
Lead,Sedgwick Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-06,,34500.0,,CRM-OPP-2025-00309,Sales,Priyanka Zimmerman,,p.zimmerman@sedgwickreagents.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Chartwell Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-07,,138000.0,,CRM-OPP-2025-00310,Sales,Kenji Moreau,,k.moreau@chartwellinst.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Draycott Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-07,,61000.0,,CRM-OPP-2025-00311,Sales,Tariq Onyekachi,,t.onyekachi@draycottgx.com,40,2026-03-31,Qualification,USD,,Sun-Hi Park,,,,
Lead,Ferncliff Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-08,,46000.0,,CRM-OPP-2025-00312,Sales,Stellan Ulrich,,s.ulrich@ferncliffdx.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Isley Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-09,,28500.0,,CRM-OPP-2025-00313,Sales,Umar Delgado,,u.delgado@isleyreagents.com,40,2026-03-31,Qualification,USD,,Marisol Aguirre,,,,
Lead,Jerbrook Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-10,,52000.0,,CRM-OPP-2025-00314,Sales,Kofi Farouk,,k.farouk@jerbrookdx.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Kilburn Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-10,,94000.0,,CRM-OPP-2025-00315,Sales,Owen Nazarov,,o.nazarov@kilburnmol.com,60,2026-03-31,Proposal,USD,,Rachel Ohaeri,,,,
Lead,Merit BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-11,,165000.0,,CRM-OPP-2025-00316,Sales,Devon Eriksson,,d.eriksson@meritbio.com,80,2026-03-31,Negotiation,USD,,Devon Blackthorne,,,,
Lead,Newbury Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-11,,30000.0,,CRM-OPP-2025-00317,Sales,Wei Al-Sayed,,w.al-sayed@newburyinst.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Orleans Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-12,,76500.0,,CRM-OPP-2025-00318,Sales,Kenji Sokolova,,k.sokolova@orleansgx.com,40,2026-03-31,Qualification,USD,,Kenji Watanabe,,,,
Lead,Quenton BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-13,,44000.0,,CRM-OPP-2025-00319,Sales,Malia Rivas,,m.rivas@quentonbiolabs.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Trellis Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-14,,102000.0,,CRM-OPP-2025-00320,Sales,Esther Kapoor,,e.kapoor@trellismol.com,60,2026-03-31,Proposal,USD,,Tomasz Bergstrom,,,,
Lead,Underhill Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-14,,37500.0,,CRM-OPP-2025-00321,Sales,Nia Papadopoulos,,n.papadopoulos@underhillbio.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Whitfield Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-15,,58000.0,,CRM-OPP-2025-00322,Sales,Kenji Rivas,,k.rivas@whitfielddx.com,40,2026-03-31,Qualification,USD,,Devon Blackthorne,,,,
Lead,Xanthe Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-15,,89000.0,,CRM-OPP-2025-00323,Sales,Larisa Novak,,l.novak@xantheinst.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Yorktown Bioscience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-16,,42500.0,,CRM-OPP-2025-00324,Sales,Aroha Wei,,a.wei@yorktownbio.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Alderman Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-17,,50000.0,,CRM-OPP-2025-00325,Sales,Giulia Quintero,,g.quintero@aldermandx.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Deerfield Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-18,,67000.0,,CRM-OPP-2025-00326,Sales,Mikhail Marchand,,m.marchand@deerfieldmol.com,40,2026-03-31,Qualification,USD,,Tomasz Bergstrom,,,,
Lead,Estwick Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-19,,33000.0,,CRM-OPP-2025-00327,Sales,Idris Dahl,,i.dahl@estwickinst.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Glenridge BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-20,,148000.0,,CRM-OPP-2025-00328,Sales,Paloma Falcon,,p.falcon@glenridgebiolabs.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Halewood Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-20,,54500.0,,CRM-OPP-2025-00329,Sales,Edvard Petrov,,e.petrov@halewooddx.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Keswick Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-21,,71000.0,,CRM-OPP-2025-00330,Sales,Owen Mancini,,o.mancini@keswickgx.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Lyndhurst Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-22,,46500.0,,CRM-OPP-2025-00331,Sales,Torsten Yilmaz,,t.yilmaz@lyndhurstinst.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Oakenwood Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-23,,38000.0,,CRM-OPP-2025-00332,Sales,Mateus Ainsley,,m.ainsley@oakenwooddx.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Pentworth Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-23,,122000.0,,CRM-OPP-2025-00333,Sales,Hana Moreau,,h.moreau@pentworthmol.com,60,2026-03-31,Proposal,USD,,Rachel Ohaeri,,,,
Lead,Rowton Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-24,,27500.0,,CRM-OPP-2025-00334,Sales,Quentin Onyekachi,,q.onyekachi@rowtonreagents.com,40,2026-03-31,Qualification,USD,,Devon Blackthorne,,,,
Lead,Tavistock Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-25,,41000.0,,CRM-OPP-2025-00335,Sales,Ana Ulrich,,a.ulrich@tavistockassays.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Vallon Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-26,,98500.0,,CRM-OPP-2025-00336,Sales,Esther Ustinov,,e.ustinov@valloninst.com,60,2026-03-31,Proposal,USD,,Kenji Watanabe,,,,
Lead,Wintergreen BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-26,,63000.0,,CRM-OPP-2025-00337,Sales,Xander Nowak,,x.nowak@wintergreenbio.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Wrenfield Scientific,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-28,,59000.0,,CRM-OPP-2025-00338,Sales,Pia Marchetti,,p.marchetti@wrenfieldscientific.com,40,2026-03-31,Qualification,USD,,Tomasz Bergstrom,,,,
Lead,Everglade Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-28,,47500.0,,CRM-OPP-2025-00339,Sales,Callum Ostrowski,,c.ostrowski@everglade-dx.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Highfield Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-29,,52000.0,,CRM-OPP-2025-00340,Sales,Lucas Volkov,,l.volkov@highfieldinst.com,20,2026-03-31,Discovery,USD,,Devon Blackthorne,,,,
Lead,Hallmark Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-29,,34500.0,,CRM-OPP-2025-00341,Sales,Noor Delgado,,n.delgado@hallmarkmol.com,40,2026-03-31,Qualification,USD,,Sun-Hi Park,,,,
Lead,Nettleford Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-31,,39000.0,,CRM-OPP-2025-00342,Sales,Umar Sato,,u.sato@nettlefordbio.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Kadence Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-10-31,,87000.0,,CRM-OPP-2025-00343,Sales,Priyanka Janik,,p.janik@kadencedx.com,60,2026-03-31,Proposal,USD,,Marisol Aguirre,,,,
Lead,Brixton Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-01,,56500.0,,CRM-OPP-2025-00344,Sales,Farah Krishnamurthy,,f.krishnamurthy@brixtonreagents.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Willowmere Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-01,,43000.0,,CRM-OPP-2025-00345,Sales,Yuki Vukovic,,y.vukovic@willowmeredx.com,40,2026-03-31,Qualification,USD,,Rachel Ohaeri,,,,
Lead,Thornbury BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-02,,65000.0,,CRM-OPP-2025-00346,Sales,Bianca Vukovic,,b.vukovic@thornburybio.com,20,2026-03-31,Discovery,USD,,Devon Blackthorne,,,,
Lead,Beacon Assay Systems,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-03,,110000.0,,CRM-OPP-2025-00347,Sales,Keiko Rowe,,k.rowe@beaconassay.com,60,2026-03-31,Proposal,USD,,Kenji Watanabe,,,,
Lead,Delaney BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-04,,48500.0,,CRM-OPP-2025-00348,Sales,Simone Vasquez,,s.vasquez@delaneybio.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Enfield Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-04,,31500.0,,CRM-OPP-2025-00349,Sales,Nikolai Papadopoulos,,n.papadopoulos@enfieldreagents.com,40,2026-03-31,Qualification,USD,,Marisol Aguirre,,,,
Lead,Corvex Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-05,,40000.0,,CRM-OPP-2025-00350,Sales,Elena Isaev,,e.isaev@corvexmol.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Radial Biosystems,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-05,,132000.0,,CRM-OPP-2025-00351,Sales,Priyanka Gagnon,,p.gagnon@radialbio.com,60,2026-03-31,Proposal,USD,,Rachel Ohaeri,,,,
Lead,Ashcroft Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-06,,36500.0,,CRM-OPP-2025-00352,Sales,Wei Onyekachi,,w.onyekachi@ashcroftassays.com,20,2026-03-31,Discovery,USD,,Devon Blackthorne,,,,
Lead,Bellwether Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-07,,52500.0,,CRM-OPP-2025-00353,Sales,Malia Chandra,,m.chandra@bellwetherreagents.com,40,2026-03-31,Qualification,USD,,Sun-Hi Park,,,,
